装備種別	進化段階	分岐キー	分岐名	役割	進化元ID	進化元	進化元ランク	進化先ID	進化先	進化先ランク	強装備の欠片	専用素材コード	専用素材名	専用素材数	入手先	備考
防具	A→S	arcane	魔装系	MAG/SPR	3051	武神の戦衣	A	4005	星紋法衣ルミナス	S	10	MAT_BR_ARM_ARCANE_PATH	魔装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	light	軽装系	SPD/LUK	3051	武神の戦衣	A	4009	風精の狩衣エルフィア	S	10	MAT_BR_ARM_LIGHT_PATH	軽装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	traveler	旅装系	万能	3051	武神の戦衣	A	4013	砂海の旅装サンドラ	S	10	MAT_BR_ARM_TRAVELER_PATH	旅装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	heavy	重装系	DEF/HP	3062	ルミナス魔装	A	4001	王城盾鎧アークレア	S	10	MAT_BR_ARM_HEAVY_PATH	重装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	arcane	魔装系	MAG/SPR	3062	ルミナス魔装	A	4005	星紋法衣ルミナス	S	10	MAT_BR_ARM_ARCANE_PATH	魔装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	light	軽装系	SPD/LUK	3062	ルミナス魔装	A	4009	風精の狩衣エルフィア	S	10	MAT_BR_ARM_LIGHT_PATH	軽装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	traveler	旅装系	万能	3062	ルミナス魔装	A	4013	砂海の旅装サンドラ	S	10	MAT_BR_ARM_TRAVELER_PATH	旅装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	heavy	重装系	DEF/HP	3073	天啓の聖衣	A	4001	王城盾鎧アークレア	S	10	MAT_BR_ARM_HEAVY_PATH	重装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	arcane	魔装系	MAG/SPR	3073	天啓の聖衣	A	4005	星紋法衣ルミナス	S	10	MAT_BR_ARM_ARCANE_PATH	魔装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	light	軽装系	SPD/LUK	3073	天啓の聖衣	A	4009	風精の狩衣エルフィア	S	10	MAT_BR_ARM_LIGHT_PATH	軽装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	traveler	旅装系	万能	3073	天啓の聖衣	A	4013	砂海の旅装サンドラ	S	10	MAT_BR_ARM_TRAVELER_PATH	旅装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	heavy	重装系	DEF/HP	3084	無音の影衣	A	4001	王城盾鎧アークレア	S	10	MAT_BR_ARM_HEAVY_PATH	重装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	arcane	魔装系	MAG/SPR	3084	無音の影衣	A	4005	星紋法衣ルミナス	S	10	MAT_BR_ARM_ARCANE_PATH	魔装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	light	軽装系	SPD/LUK	3084	無音の影衣	A	4009	風精の狩衣エルフィア	S	10	MAT_BR_ARM_LIGHT_PATH	軽装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
防具	A→S	traveler	旅装系	万能	3084	無音の影衣	A	4013	砂海の旅装サンドラ	S	10	MAT_BR_ARM_TRAVELER_PATH	旅装の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA防具から系統選択する想定。
装飾	S→SS	power	腕力系	ATK	ACC_BR_POWER_S	鉄獅子の腕輪グランベルグ	S	ACC_BR_POWER_SS	炎獅子の腕輪	SS	15	MAT_BR_ACC_POWER_ANCIENT	腕力の古代片	5	再戦不可ボス素材の代替。最深部候補・強敵で入手する古代素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SS→SSS	power	腕力系	ATK	ACC_BR_POWER_SS	炎獅子の腕輪	SS	ACC_BR_POWER_SSS	覇王の剛腕輪	SSS	25	MAT_BR_ACC_POWER_SECRET	腕力の秘境晶	5	秘境探索で入手する高位素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SSS→EPIC	power	腕力系	ATK	ACC_BR_POWER_SSS	覇王の剛腕輪	SSS	ACC_BR_POWER_EPIC	鋼覇腕輪グランガルド	EPIC	35	MAT_BR_ACC_POWER_CREST	腕力の極印	1	EPIC進化用の特別素材。高難度報酬で入手。	EPIC名は地域名そのままを避け、漢字の地域感＋造語で固有化。腕力系の最終装備。
装飾	S→SS	guard	守護系	DEF/HP	ACC_BR_GUARD_S	王盾の護符アークレア	S	ACC_BR_GUARD_SS	城塞の盾章グランベルグ	SS	15	MAT_BR_ACC_GUARD_ANCIENT	守護の古代片	5	再戦不可ボス素材の代替。最深部候補・強敵で入手する古代素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SS→SSS	guard	守護系	DEF/HP	ACC_BR_GUARD_SS	城塞の盾章グランベルグ	SS	ACC_BR_GUARD_SSS	不滅の守護聖印	SSS	25	MAT_BR_ACC_GUARD_SECRET	守護の秘境晶	5	秘境探索で入手する高位素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SSS→EPIC	guard	守護系	DEF/HP	ACC_BR_GUARD_SSS	不滅の守護聖印	SSS	ACC_BR_GUARD_EPIC	王城聖印アークガード	EPIC	35	MAT_BR_ACC_GUARD_CREST	守護の極印	1	EPIC進化用の特別素材。高難度報酬で入手。	EPIC名は地域名そのままを避け、漢字の地域感＋造語で固有化。守護系の最終装備。
装飾	S→SS	magic	魔力系	MAG	ACC_BR_MAGIC_S	魔導石ルミナス	S	ACC_BR_MAGIC_SS	星核の魔導石	SS	15	MAT_BR_ACC_MAGIC_ANCIENT	魔力の古代片	5	再戦不可ボス素材の代替。最深部候補・強敵で入手する古代素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SS→SSS	magic	魔力系	MAG	ACC_BR_MAGIC_SS	星核の魔導石	SS	ACC_BR_MAGIC_SSS	次元の魔導核	SSS	25	MAT_BR_ACC_MAGIC_SECRET	魔力の秘境晶	5	秘境探索で入手する高位素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SSS→EPIC	magic	魔力系	MAG	ACC_BR_MAGIC_SSS	次元の魔導核	SSS	ACC_BR_MAGIC_EPIC	次元魔導核ルミナーク	EPIC	35	MAT_BR_ACC_MAGIC_CREST	魔力の極印	1	EPIC進化用の特別素材。高難度報酬で入手。	EPIC名は地域名そのままを避け、漢字の地域感＋造語で固有化。魔力系の最終装備。
装飾	S→SS	prayer	祈祷系	SPR	ACC_BR_PRAYER_S	祈りの聖鈴アークレア	S	ACC_BR_PRAYER_SS	星祈りの聖鈴	SS	15	MAT_BR_ACC_PRAYER_ANCIENT	祈祷の古代片	5	再戦不可ボス素材の代替。最深部候補・強敵で入手する古代素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SS→SSS	prayer	祈祷系	SPR	ACC_BR_PRAYER_SS	星祈りの聖鈴	SS	ACC_BR_PRAYER_SSS	天啓の祈祷符	SSS	25	MAT_BR_ACC_PRAYER_SECRET	祈祷の秘境晶	5	秘境探索で入手する高位素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SSS→EPIC	prayer	祈祷系	SPR	ACC_BR_PRAYER_SSS	天啓の祈祷符	SSS	ACC_BR_PRAYER_EPIC	天啓聖祈符セレスフィア	EPIC	35	MAT_BR_ACC_PRAYER_CREST	祈祷の極印	1	EPIC進化用の特別素材。高難度報酬で入手。	EPIC名は地域名そのままを避け、漢字の地域感＋造語で固有化。祈祷系の最終装備。
装飾	S→SS	wind	疾風系	SPD	ACC_BR_WIND_S	風精の羽飾りエルフィア	S	ACC_BR_WIND_SS	天翔の風翼飾り	SS	15	MAT_BR_ACC_WIND_ANCIENT	疾風の古代片	5	再戦不可ボス素材の代替。最深部候補・強敵で入手する古代素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SS→SSS	wind	疾風系	SPD	ACC_BR_WIND_SS	天翔の風翼飾り	SS	ACC_BR_WIND_SSS	神速の風翼飾り	SSS	25	MAT_BR_ACC_WIND_SECRET	疾風の秘境晶	5	秘境探索で入手する高位素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SSS→EPIC	wind	疾風系	SPD	ACC_BR_WIND_SSS	神速の風翼飾り	SSS	ACC_BR_WIND_EPIC	風精王の翼飾エルヴェント	EPIC	35	MAT_BR_ACC_WIND_CREST	疾風の極印	1	EPIC進化用の特別素材。高難度報酬で入手。	EPIC名は地域名そのままを避け、漢字の地域感＋造語で固有化。疾風系の最終装備。
装飾	S→SS	luck	幸運系	LUK	ACC_BR_LUCK_S	港風の幸運鈴マリネス	S	ACC_BR_LUCK_SS	星導きの幸運鈴	SS	15	MAT_BR_ACC_LUCK_ANCIENT	幸運の古代片	5	再戦不可ボス素材の代替。最深部候補・強敵で入手する古代素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SS→SSS	luck	幸運系	LUK	ACC_BR_LUCK_SS	星導きの幸運鈴	SS	ACC_BR_LUCK_SSS	奇跡呼びの宝鈴	SSS	25	MAT_BR_ACC_LUCK_SECRET	幸運の秘境晶	5	秘境探索で入手する高位素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SSS→EPIC	luck	幸運系	LUK	ACC_BR_LUCK_SSS	奇跡呼びの宝鈴	SSS	ACC_BR_LUCK_EPIC	星導幸運鈴マリネア	EPIC	35	MAT_BR_ACC_LUCK_CREST	幸運の極印	1	EPIC進化用の特別素材。高難度報酬で入手。	EPIC名は地域名そのままを避け、漢字の地域感＋造語で固有化。幸運系の最終装備。
装飾	S→SS	balance	均衡系	全体少し	ACC_BR_BALANCE_S	調和の護石ルミナス	S	ACC_BR_BALANCE_SS	七都の護石	SS	15	MAT_BR_ACC_BALANCE_ANCIENT	均衡の古代片	5	再戦不可ボス素材の代替。最深部候補・強敵で入手する古代素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SS→SSS	balance	均衡系	全体少し	ACC_BR_BALANCE_SS	七都の護石	SS	ACC_BR_BALANCE_SSS	星環の均衡石	SSS	25	MAT_BR_ACC_BALANCE_SECRET	均衡の秘境晶	5	秘境探索で入手する高位素材。	S以降は同系統で強化。装飾品は形状名で差別化する。
装飾	SSS→EPIC	balance	均衡系	全体少し	ACC_BR_BALANCE_SSS	星環の均衡石	SSS	ACC_BR_BALANCE_EPIC	七都均衡環アルザリア	EPIC	35	MAT_BR_ACC_BALANCE_CREST	均衡の極印	1	EPIC進化用の特別素材。高難度報酬で入手。	EPIC名は地域名そのままを避け、漢字の地域感＋造語で固有化。均衡系の最終装備。
装飾	A→S	power	腕力系	ATK	ACC_POWER_RING_A	英傑の指輪	A	ACC_BR_POWER_S	鉄獅子の腕輪グランベルグ	S	10	MAT_BR_ACC_POWER_PATH	腕力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	guard	守護系	DEF/HP	ACC_POWER_RING_A	英傑の指輪	A	ACC_BR_GUARD_S	王盾の護符アークレア	S	10	MAT_BR_ACC_GUARD_PATH	守護の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	magic	魔力系	MAG	ACC_POWER_RING_A	英傑の指輪	A	ACC_BR_MAGIC_S	魔導石ルミナス	S	10	MAT_BR_ACC_MAGIC_PATH	魔力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	prayer	祈祷系	SPR	ACC_POWER_RING_A	英傑の指輪	A	ACC_BR_PRAYER_S	祈りの聖鈴アークレア	S	10	MAT_BR_ACC_PRAYER_PATH	祈祷の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	wind	疾風系	SPD	ACC_POWER_RING_A	英傑の指輪	A	ACC_BR_WIND_S	風精の羽飾りエルフィア	S	10	MAT_BR_ACC_WIND_PATH	疾風の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	luck	幸運系	LUK	ACC_POWER_RING_A	英傑の指輪	A	ACC_BR_LUCK_S	港風の幸運鈴マリネス	S	10	MAT_BR_ACC_LUCK_PATH	幸運の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	balance	均衡系	全体少し	ACC_POWER_RING_A	英傑の指輪	A	ACC_BR_BALANCE_S	調和の護石ルミナス	S	10	MAT_BR_ACC_BALANCE_PATH	均衡の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	power	腕力系	ATK	ACC_GUARD_RING_A	守護者の指輪	A	ACC_BR_POWER_S	鉄獅子の腕輪グランベルグ	S	10	MAT_BR_ACC_POWER_PATH	腕力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	guard	守護系	DEF/HP	ACC_GUARD_RING_A	守護者の指輪	A	ACC_BR_GUARD_S	王盾の護符アークレア	S	10	MAT_BR_ACC_GUARD_PATH	守護の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	magic	魔力系	MAG	ACC_GUARD_RING_A	守護者の指輪	A	ACC_BR_MAGIC_S	魔導石ルミナス	S	10	MAT_BR_ACC_MAGIC_PATH	魔力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	prayer	祈祷系	SPR	ACC_GUARD_RING_A	守護者の指輪	A	ACC_BR_PRAYER_S	祈りの聖鈴アークレア	S	10	MAT_BR_ACC_PRAYER_PATH	祈祷の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	wind	疾風系	SPD	ACC_GUARD_RING_A	守護者の指輪	A	ACC_BR_WIND_S	風精の羽飾りエルフィア	S	10	MAT_BR_ACC_WIND_PATH	疾風の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	luck	幸運系	LUK	ACC_GUARD_RING_A	守護者の指輪	A	ACC_BR_LUCK_S	港風の幸運鈴マリネス	S	10	MAT_BR_ACC_LUCK_PATH	幸運の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	balance	均衡系	全体少し	ACC_GUARD_RING_A	守護者の指輪	A	ACC_BR_BALANCE_S	調和の護石ルミナス	S	10	MAT_BR_ACC_BALANCE_PATH	均衡の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	power	腕力系	ATK	ACC_MAGIC_RING_A	賢者の指輪	A	ACC_BR_POWER_S	鉄獅子の腕輪グランベルグ	S	10	MAT_BR_ACC_POWER_PATH	腕力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	guard	守護系	DEF/HP	ACC_MAGIC_RING_A	賢者の指輪	A	ACC_BR_GUARD_S	王盾の護符アークレア	S	10	MAT_BR_ACC_GUARD_PATH	守護の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	magic	魔力系	MAG	ACC_MAGIC_RING_A	賢者の指輪	A	ACC_BR_MAGIC_S	魔導石ルミナス	S	10	MAT_BR_ACC_MAGIC_PATH	魔力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	prayer	祈祷系	SPR	ACC_MAGIC_RING_A	賢者の指輪	A	ACC_BR_PRAYER_S	祈りの聖鈴アークレア	S	10	MAT_BR_ACC_PRAYER_PATH	祈祷の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	wind	疾風系	SPD	ACC_MAGIC_RING_A	賢者の指輪	A	ACC_BR_WIND_S	風精の羽飾りエルフィア	S	10	MAT_BR_ACC_WIND_PATH	疾風の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	luck	幸運系	LUK	ACC_MAGIC_RING_A	賢者の指輪	A	ACC_BR_LUCK_S	港風の幸運鈴マリネス	S	10	MAT_BR_ACC_LUCK_PATH	幸運の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	balance	均衡系	全体少し	ACC_MAGIC_RING_A	賢者の指輪	A	ACC_BR_BALANCE_S	調和の護石ルミナス	S	10	MAT_BR_ACC_BALANCE_PATH	均衡の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	power	腕力系	ATK	ACC_PRAYER_AMULET_A	大聖者の護符	A	ACC_BR_POWER_S	鉄獅子の腕輪グランベルグ	S	10	MAT_BR_ACC_POWER_PATH	腕力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	guard	守護系	DEF/HP	ACC_PRAYER_AMULET_A	大聖者の護符	A	ACC_BR_GUARD_S	王盾の護符アークレア	S	10	MAT_BR_ACC_GUARD_PATH	守護の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	magic	魔力系	MAG	ACC_PRAYER_AMULET_A	大聖者の護符	A	ACC_BR_MAGIC_S	魔導石ルミナス	S	10	MAT_BR_ACC_MAGIC_PATH	魔力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	prayer	祈祷系	SPR	ACC_PRAYER_AMULET_A	大聖者の護符	A	ACC_BR_PRAYER_S	祈りの聖鈴アークレア	S	10	MAT_BR_ACC_PRAYER_PATH	祈祷の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	wind	疾風系	SPD	ACC_PRAYER_AMULET_A	大聖者の護符	A	ACC_BR_WIND_S	風精の羽飾りエルフィア	S	10	MAT_BR_ACC_WIND_PATH	疾風の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	luck	幸運系	LUK	ACC_PRAYER_AMULET_A	大聖者の護符	A	ACC_BR_LUCK_S	港風の幸運鈴マリネス	S	10	MAT_BR_ACC_LUCK_PATH	幸運の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	balance	均衡系	全体少し	ACC_PRAYER_AMULET_A	大聖者の護符	A	ACC_BR_BALANCE_S	調和の護石ルミナス	S	10	MAT_BR_ACC_BALANCE_PATH	均衡の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	power	腕力系	ATK	ACC_WIND_CHARM_A	神速の羽飾り	A	ACC_BR_POWER_S	鉄獅子の腕輪グランベルグ	S	10	MAT_BR_ACC_POWER_PATH	腕力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	guard	守護系	DEF/HP	ACC_WIND_CHARM_A	神速の羽飾り	A	ACC_BR_GUARD_S	王盾の護符アークレア	S	10	MAT_BR_ACC_GUARD_PATH	守護の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	magic	魔力系	MAG	ACC_WIND_CHARM_A	神速の羽飾り	A	ACC_BR_MAGIC_S	魔導石ルミナス	S	10	MAT_BR_ACC_MAGIC_PATH	魔力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	prayer	祈祷系	SPR	ACC_WIND_CHARM_A	神速の羽飾り	A	ACC_BR_PRAYER_S	祈りの聖鈴アークレア	S	10	MAT_BR_ACC_PRAYER_PATH	祈祷の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	wind	疾風系	SPD	ACC_WIND_CHARM_A	神速の羽飾り	A	ACC_BR_WIND_S	風精の羽飾りエルフィア	S	10	MAT_BR_ACC_WIND_PATH	疾風の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	luck	幸運系	LUK	ACC_WIND_CHARM_A	神速の羽飾り	A	ACC_BR_LUCK_S	港風の幸運鈴マリネス	S	10	MAT_BR_ACC_LUCK_PATH	幸運の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	balance	均衡系	全体少し	ACC_WIND_CHARM_A	神速の羽飾り	A	ACC_BR_BALANCE_S	調和の護石ルミナス	S	10	MAT_BR_ACC_BALANCE_PATH	均衡の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	power	腕力系	ATK	ACC_LUCK_CHARM_A	運命のお守り	A	ACC_BR_POWER_S	鉄獅子の腕輪グランベルグ	S	10	MAT_BR_ACC_POWER_PATH	腕力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	guard	守護系	DEF/HP	ACC_LUCK_CHARM_A	運命のお守り	A	ACC_BR_GUARD_S	王盾の護符アークレア	S	10	MAT_BR_ACC_GUARD_PATH	守護の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	magic	魔力系	MAG	ACC_LUCK_CHARM_A	運命のお守り	A	ACC_BR_MAGIC_S	魔導石ルミナス	S	10	MAT_BR_ACC_MAGIC_PATH	魔力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	prayer	祈祷系	SPR	ACC_LUCK_CHARM_A	運命のお守り	A	ACC_BR_PRAYER_S	祈りの聖鈴アークレア	S	10	MAT_BR_ACC_PRAYER_PATH	祈祷の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	wind	疾風系	SPD	ACC_LUCK_CHARM_A	運命のお守り	A	ACC_BR_WIND_S	風精の羽飾りエルフィア	S	10	MAT_BR_ACC_WIND_PATH	疾風の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	luck	幸運系	LUK	ACC_LUCK_CHARM_A	運命のお守り	A	ACC_BR_LUCK_S	港風の幸運鈴マリネス	S	10	MAT_BR_ACC_LUCK_PATH	幸運の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	balance	均衡系	全体少し	ACC_LUCK_CHARM_A	運命のお守り	A	ACC_BR_BALANCE_S	調和の護石ルミナス	S	10	MAT_BR_ACC_BALANCE_PATH	均衡の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	power	腕力系	ATK	ACC_LIFE_NECKLACE_A	英傑の首飾り	A	ACC_BR_POWER_S	鉄獅子の腕輪グランベルグ	S	10	MAT_BR_ACC_POWER_PATH	腕力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	guard	守護系	DEF/HP	ACC_LIFE_NECKLACE_A	英傑の首飾り	A	ACC_BR_GUARD_S	王盾の護符アークレア	S	10	MAT_BR_ACC_GUARD_PATH	守護の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	magic	魔力系	MAG	ACC_LIFE_NECKLACE_A	英傑の首飾り	A	ACC_BR_MAGIC_S	魔導石ルミナス	S	10	MAT_BR_ACC_MAGIC_PATH	魔力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	prayer	祈祷系	SPR	ACC_LIFE_NECKLACE_A	英傑の首飾り	A	ACC_BR_PRAYER_S	祈りの聖鈴アークレア	S	10	MAT_BR_ACC_PRAYER_PATH	祈祷の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	wind	疾風系	SPD	ACC_LIFE_NECKLACE_A	英傑の首飾り	A	ACC_BR_WIND_S	風精の羽飾りエルフィア	S	10	MAT_BR_ACC_WIND_PATH	疾風の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	luck	幸運系	LUK	ACC_LIFE_NECKLACE_A	英傑の首飾り	A	ACC_BR_LUCK_S	港風の幸運鈴マリネス	S	10	MAT_BR_ACC_LUCK_PATH	幸運の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	balance	均衡系	全体少し	ACC_LIFE_NECKLACE_A	英傑の首飾り	A	ACC_BR_BALANCE_S	調和の護石ルミナス	S	10	MAT_BR_ACC_BALANCE_PATH	均衡の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	power	腕力系	ATK	ACC_MIND_EARRING_A	大賢者の耳飾り	A	ACC_BR_POWER_S	鉄獅子の腕輪グランベルグ	S	10	MAT_BR_ACC_POWER_PATH	腕力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	guard	守護系	DEF/HP	ACC_MIND_EARRING_A	大賢者の耳飾り	A	ACC_BR_GUARD_S	王盾の護符アークレア	S	10	MAT_BR_ACC_GUARD_PATH	守護の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	magic	魔力系	MAG	ACC_MIND_EARRING_A	大賢者の耳飾り	A	ACC_BR_MAGIC_S	魔導石ルミナス	S	10	MAT_BR_ACC_MAGIC_PATH	魔力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
